Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","056","Belgium","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","226.556","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","11336.228","X","Figure from international organizations",""
"OA","Annual population","084","Belize","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","382.066","X","Figure from international organizations",""
"OA","Annual population","084","Belize","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","192.359","X","Figure from international organizations",""
"OA","Annual population","084","Belize","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","189.707","X","Figure from international organizations",""
"OA","Annual population","084","Belize","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","207.573","X","Figure from international organizations",""
"OA","Annual population","084","Belize","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","174.871","X","Figure from international organizations",""
"OA","Annual population","084","Belize","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","389.095","X","Figure from international organizations",""
"OA","Annual population","084","Belize","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","195.944","X","Figure from international organizations",""
"OA","Annual population","084","Belize","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","193.151","X","Figure from international organizations",""
"OA","Annual population","084","Belize","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","211.248","X","Figure from international organizations",""
"OA","Annual population","084","Belize","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","178.983","X","Figure from international organizations",""
"OA","Annual population","204","Benin","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","11940.683","X","Figure from international organizations",""
"OA","Annual population","204","Benin","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","5974.735","X","Figure from international organizations",""
"OA","Annual population","204","Benin","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","5965.949","X","Figure from international organizations",""
"OA","Annual population","204","Benin","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","6051.546","X","Figure from international organizations",""
"OA","Annual population","204","Benin","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","5434.128","X","Figure from international organizations",""
"OA","Annual population","204","Benin","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","12290.444","X","Figure from international organizations",""
"OA","Annual population","204","Benin","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","6152.125","X","Figure from international organizations",""
"OA","Annual population","204","Benin","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","6138.319","X","Figure from international organizations",""
"OA","Annual population","204","Benin","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","6153.211","X","Figure from international organizations",""
"OA","Annual population","204","Benin","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","5648.384","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","63.571","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","30.807","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","32.764","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","61.07","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","63.812","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","30.878","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","32.934","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","0","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","60.833","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","762.096","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 No","404.63","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 No","357.467","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","482.916","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","334.138","X","Figure from international organizations",""
